lot_area,year_built,gr_liv_area,bedrooms,bathrooms,garage_cars,neighborhood,sale_type,sale_price
9534,2023,1316,5,2.0,2.0,Gilbert,WD,172300
9443,1922,1015,1,1.0,0.0,BrkSide,WD,89900
3269,2020,1723,7,1.0,2.0,BrkSide,New,197700
8868,1984,1172,1,1.0,2.0,Somerst,WD,159600
9148,1927,1939,3,1.0,2.0,CollgCr,WD,186200
9135,1984,983,2,1.5,2.0,Sawyer,WD,143600
20090,1993,1551,7,3.0,1.0,CollgCr,WD,154000
5389,1944,1960,2,3.0,2.0,Sawyer,WD,200700
6553,1942,639,6,1.0,1.0,CollgCr,WD,100300
2681,2003,2307,2,3.0,2.0,BrkSide,WD,214700
7782,1919,1330,5,2.5,2.0,Gilbert,WD,175200
8121,1901,1556,1,2.0,2.0,NWAmes,WD,150300
7670,1982,1729,3,2.5,1.0,NWAmes,WD,196300
17220,2012,1790,5,2.0,1.0,Gilbert,WD,211400
15219,1962,1610,5,1.5,2.0,Somerst,COD,199700
10290,1916,1899,7,2.0,0.0,Somerst,COD,165900
8223,1966,1708,6,2.5,1.0,CollgCr,WD,168500
16533,1931,2204,4,2.5,1.0,CollgCr,WD,184000
9800,2002,1709,3,1.0,2.0,BrkSide,WD,186500
6574,1975,2286,2,3.0,1.0,Sawyer,New,159700
4196,1941,1860,7,1.5,2.0,NWAmes,WD,195800
7937,1977,778,5,3.0,3.0,Sawyer,WD,149600
14434,1982,2544,7,1.5,2.0,Gilbert,WD,247800
30893,1984,1270,4,1.0,1.0,Gilbert,WD,147500
10207,1945,2098,4,3.0,0.0,OldTown,WD,185000
6750,1970,1511,6,2.0,1.0,NWAmes,WD,131400
5473,1905,1924,6,1.5,2.0,OldTown,New,150700
13043,1950,1225,2,1.0,2.0,Gilbert,New,99700
4096,1946,1750,4,1.0,0.0,OldTown,WD,150200
13032,1966,1399,2,1.0,1.0,NWAmes,WD,136100
14896,2017,2132,6,3.0,1.0,Somerst,COD,189100
12310,2018,1675,1,1.0,1.0,OldTown,New,189000
8868,1959,1874,6,1.0,3.0,NWAmes,New,191100
13128,1980,634,7,3.0,1.0,CollgCr,ConLD,85000
10780,1913,1466,1,3.0,0.0,CollgCr,WD,178200
6707,1959,1664,5,1.5,1.0,BrkSide,WD,163300
24964,1985,1589,1,2.5,1.0,Somerst,WD,146000
8301,1984,1884,3,2.0,1.0,Somerst,WD,170200
14587,2019,1354,3,2.0,2.0,OldTown,WD,173500
2953,1957,1520,4,1.5,1.0,Somerst,WD,152000
18737,2012,1972,7,2.5,0.0,Somerst,WD,210900
20628,2021,589,4,3.0,2.0,Sawyer,WD,133900
10046,1970,1736,3,2.5,2.0,OldTown,WD,220400
13087,1911,1366,1,3.0,0.0,BrkSide,WD,112600
13085,1946,1135,7,1.0,3.0,OldTown,WD,163600
7177,1994,1635,3,2.5,1.0,Gilbert,WD,193400
13011,1972,1991,4,3.0,3.0,OldTown,WD,233800
6606,2016,1916,1,2.0,3.0,Sawyer,WD,245200
7300,2001,1446,3,3.0,2.0,Gilbert,WD,171200
17387,1907,1850,4,1.5,1.0,Sawyer,WD,158500
16112,2006,1847,7,3.0,2.0,BrkSide,New,150600
6952,1944,1465,3,3.0,1.0,Sawyer,WD,144700
6858,2001,1223,4,2.5,1.0,Gilbert,WD,174200
7167,1962,1246,7,2.5,2.0,Sawyer,New,171900
14276,1956,1835,3,2.0,2.0,OldTown,WD,182800
6003,1908,1483,3,,3.0,Gilbert,New,196700
11830,1914,1082,1,2.0,2.0,BrkSide,WD,122800
14378,1973,826,7,3.0,3.0,Somerst,WD,131800
9470,1970,1833,1,1.0,2.0,BrkSide,WD,179300
16400,1968,1281,2,1.5,2.0,NWAmes,WD,135200
8500,1919,1632,1,2.0,2.0,NWAmes,COD,174700
8893,1963,1996,5,1.5,3.0,Somerst,WD,213200
6072,1907,976,3,2.5,3.0,OldTown,WD,146800
16458,1917,1482,5,1.5,2.0,BrkSide,WD,145100
6746,1961,1432,5,2.5,2.0,Sawyer,COD,162700
11789,1976,1652,1,1.0,2.0,Somerst,WD,136900
9550,1981,1996,3,1.5,1.0,BrkSide,WD,196400
5847,2021,968,1,2.5,3.0,CollgCr,ConLD,170300
7299,2005,1728,1,2.0,0.0,Sawyer,WD,147300
19760,1947,1913,4,2.5,1.0,NWAmes,WD,172000
10947,1997,1425,2,2.5,2.0,Gilbert,WD,169100
5976,1911,1445,1,1.5,2.0,OldTown,WD,184900
11529,2006,1667,3,2.0,2.0,Gilbert,New,169100
9200,1947,1638,4,3.0,1.0,Gilbert,WD,165600
55660,1994,1733,7,3.0,1.0,BrkSide,COD,156500
11414,2020,1725,5,1.0,1.0,Somerst,WD,174500
8182,1987,1107,3,2.5,1.0,OldTown,WD,147300
20131,2014,1896,4,2.0,0.0,OldTown,WD,177100
3942,1901,1967,1,1.0,2.0,CollgCr,WD,175200
10375,1921,1574,3,2.5,1.0,Somerst,WD,154300
26828,1977,902,5,1.0,1.0,Sawyer,WD,117600
9338,1967,1454,1,1.5,1.0,CollgCr,WD,172600
4160,1914,1578,7,2.5,2.0,CollgCr,New,151700
8120,1989,1042,4,3.0,3.0,OldTown,WD,160900
20481,1907,1356,6,2.0,1.0,Somerst,WD,138700
11945,2022,936,2,3.0,1.0,Gilbert,WD,147400
6507,1919,1743,6,3.0,2.0,CollgCr,WD,181200
7026,1955,1566,3,2.0,0.0,NWAmes,WD,151800
7481,2002,842,7,1.0,2.0,CollgCr,COD,153100
11856,1963,1641,4,2.5,3.0,Sawyer,WD,181400
19324,1992,1477,5,1.0,2.0,OldTown,WD,154300
16751,1987,1707,2,3.0,3.0,CollgCr,WD,170200
12432,2017,1343,7,1.5,2.0,NWAmes,WD,142400
5086,1957,1179,2,2.5,2.0,Sawyer,WD,184000
5095,2021,1192,1,2.5,1.0,Somerst,WD,112400
12921,1964,1285,4,2.0,0.0,OldTown,WD,156500
5051,2010,1508,6,3.0,1.0,NWAmes,WD,154300
8842,1990,1559,7,2.5,2.0,CollgCr,New,203300
11523,1916,1424,6,3.0,2.0,Somerst,WD,105900
5604,1979,1331,4,1.0,1.0,BrkSide,WD,147000
5931,2008,1359,7,2.0,2.0,BrkSide,WD,203000
9442,1915,2503,4,3.0,1.0,CollgCr,WD,211200
12731,2003,1192,4,3.0,1.0,Gilbert,WD,144500
16827,1913,1277,2,2.0,1.0,NWAmes,WD,90100
13407,2008,2818,6,1.0,2.0,BrkSide,WD,227700
10268,1997,1668,3,1.5,2.0,BrkSide,WD,215400
6815,1918,948,2,2.0,2.0,Somerst,WD,117400
5794,1990,1837,3,2.5,0.0,OldTown,New,169400
7666,1914,1136,5,3.0,2.0,OldTown,ConLD,139200
12149,1970,1864,2,1.0,3.0,OldTown,New,176300
11711,2014,1416,3,1.5,0.0,Sawyer,WD,163000
3464,1925,1324,3,1.5,2.0,Sawyer,New,138700
6682,1921,2144,5,3.0,0.0,Sawyer,WD,172900
18074,1952,1727,5,1.0,1.0,OldTown,WD,153800
10297,1945,1889,5,1.5,2.0,OldTown,COD,152700
4873,1906,1674,1,1.5,1.0,CollgCr,New,140100
32142,1956,1322,3,1.0,2.0,Gilbert,WD,169100
9755,1932,1745,5,2.5,3.0,OldTown,COD,192300
11994,1915,1984,2,2.0,1.0,Gilbert,WD,169000
12086,1934,1554,1,2.0,1.0,BrkSide,WD,168400
8235,1902,2221,3,3.0,2.0,CollgCr,WD,185500
6879,2013,1840,5,2.0,2.0,Sawyer,WD,203000
28591,2023,1585,5,1.5,3.0,NWAmes,COD,193300
16344,1945,1601,1,1.5,1.0,BrkSide,WD,175500
14928,2008,1555,5,3.0,2.0,CollgCr,WD,190600
13202,1957,1000,2,2.0,3.0,CollgCr,New,139800
5993,2013,1464,6,1.0,1.0,OldTown,New,139400
18747,1921,1588,4,2.5,2.0,Gilbert,COD,182500
6493,1935,1334,1,2.5,2.0,BrkSide,COD,135800
11403,1991,1635,3,1.5,2.0,OldTown,COD,185500
4360,1927,1509,6,2.0,1.0,NWAmes,WD,192900
3567,2002,1809,4,2.0,2.0,Sawyer,WD,212900
11604,1952,1765,5,1.0,1.0,Sawyer,COD,199700
6604,1950,1567,6,1.0,3.0,BrkSide,WD,169200
3661,1956,953,1,2.5,0.0,Sawyer,WD,133400
12969,1998,2216,7,2.5,0.0,BrkSide,WD,194600
28568,1900,1443,3,2.5,3.0,BrkSide,WD,165500
19827,1993,1468,6,1.5,1.0,BrkSide,WD,203900
8702,1996,1363,4,2.0,2.0,NWAmes,COD,165000
9941,2001,1305,5,3.0,1.0,Somerst,WD,157300
15427,2023,2118,3,1.5,2.0,Somerst,WD,202100
17345,1997,2054,6,2.5,1.0,BrkSide,WD,214600
8335,1965,1678,1,1.0,2.0,CollgCr,WD,167400
10068,1957,1457,7,1.0,2.0,Sawyer,WD,184500
11502,1948,1748,2,3.0,1.0,Gilbert,WD,132300
13055,2002,1530,7,1.0,1.0,OldTown,WD,180500
9260,1948,1424,1,2.5,1.0,NWAmes,WD,134600
9320,1971,1635,1,2.0,2.0,CollgCr,WD,192600
19730,1911,1324,1,3.0,1.0,Sawyer,WD,130600
18120,1939,1601,4,2.0,1.0,NWAmes,WD,143800
12565,1933,1582,2,2.5,1.0,Somerst,WD,144000
23378,1953,1741,5,3.0,2.0,OldTown,WD,161400
8158,1962,1252,6,3.0,2.0,OldTown,WD,171000
22281,1988,1784,1,2.5,2.0,Sawyer,New,170300
12981,1953,1137,4,1.0,3.0,BrkSide,WD,151900
50793,1918,1271,6,1.0,2.0,Somerst,WD,149000
5452,1967,1288,3,2.0,2.0,Sawyer,WD,190000
7012,1906,1071,7,2.5,2.0,NWAmes,WD,127300
12203,2005,1906,5,2.5,1.0,Somerst,WD,186300
12072,1995,1112,1,2.5,3.0,NWAmes,WD,173900
26241,1927,1220,4,1.0,2.0,Gilbert,WD,100500
7086,1932,2002,3,1.0,2.0,BrkSide,WD,162500
15560,1903,1272,1,1.0,1.0,NWAmes,New,118200
17698,1945,1425,7,2.0,1.0,Somerst,WD,132400
14077,1904,1095,2,2.5,2.0,Sawyer,COD,96200
6121,2016,1833,1,1.0,2.0,NWAmes,New,219600
20008,1916,1839,2,3.0,2.0,Somerst,WD,177900
18300,1981,1796,6,1.5,1.0,NWAmes,WD,180700
13357,1970,1715,5,2.5,2.0,NWAmes,WD,168200
10962,1929,1529,6,2.5,1.0,OldTown,WD,149200
11082,2000,1290,4,1.0,1.0,OldTown,WD,166000
9515,1913,1174,1,3.0,0.0,Gilbert,WD,106000
13635,2009,2016,3,3.0,2.0,CollgCr,WD,219300
10052,1991,1806,2,3.0,2.0,NWAmes,New,177500
6475,1978,1223,4,1.0,3.0,Sawyer,WD,171400
5859,2009,1516,2,1.5,2.0,CollgCr,WD,205700
6795,1949,1380,7,1.5,2.0,Somerst,New,182000
11060,1934,1049,3,2.0,2.0,BrkSide,WD,161200
9765,1919,1571,3,3.0,2.0,OldTown,WD,164600
11022,2014,1334,7,2.5,3.0,Sawyer,WD,187000
12713,1949,1119,4,2.5,,CollgCr,COD,134100
7232,2002,908,2,2.0,1.0,BrkSide,WD,99200
20596,1941,874,4,3.0,2.0,Somerst,WD,100300
8657,2018,1351,2,3.0,1.0,OldTown,COD,161100
7969,2007,1466,6,3.0,0.0,Sawyer,WD,153400
12597,1938,1150,5,3.0,2.0,CollgCr,WD,169700
3951,1960,1760,6,2.5,2.0,Somerst,WD,207900
6666,1998,1474,7,1.0,1.0,NWAmes,WD,151500
16164,1928,1731,6,1.5,0.0,Sawyer,WD,162800
4152,1902,1427,3,2.5,3.0,Somerst,WD,148300
17306,1935,1185,2,1.5,1.0,BrkSide,WD,144100
21069,1973,1546,4,1.0,0.0,NWAmes,WD,165900
8228,1916,995,4,3.0,2.0,Somerst,New,151200
11452,1941,1716,3,2.0,,Somerst,New,163600
17319,2013,1125,6,3.0,2.0,Sawyer,WD,182900
7837,1909,1867,7,1.5,2.0,Gilbert,New,134700
15274,1906,1365,3,1.5,1.0,OldTown,WD,157600
7076,1952,1925,5,1.5,1.0,Sawyer,WD,175800
7795,1901,1051,7,1.5,2.0,Somerst,WD,124800
6636,1903,1229,1,2.0,,Somerst,WD,94500
11747,1922,1652,3,1.5,1.0,OldTown,WD,144500
17659,1912,1968,6,3.0,1.0,BrkSide,WD,193700
9027,2000,2167,4,1.5,1.0,OldTown,WD,195500
5242,1915,1517,6,2.0,0.0,BrkSide,WD,145000
5760,1964,2235,4,3.0,1.0,OldTown,WD,197600
12056,1987,1384,1,2.0,0.0,NWAmes,WD,166300
24886,1977,1940,4,1.0,2.0,OldTown,WD,200400
12051,1981,1123,3,,1.0,NWAmes,WD,122200
8156,1944,1668,6,2.0,2.0,Sawyer,WD,172900
14517,2010,563,2,2.5,2.0,Gilbert,WD,162800
8780,1908,1051,2,3.0,2.0,NWAmes,New,137000
8192,1913,1687,1,1.0,3.0,OldTown,COD,173200
6129,2006,975,4,2.0,1.0,BrkSide,WD,185300
20015,1908,1671,7,1.5,0.0,Somerst,WD,160300
2781,1923,1863,5,,2.0,NWAmes,WD,192500
14749,1921,1299,6,2.0,0.0,BrkSide,WD,126900
7849,1904,1112,6,1.5,1.0,Gilbert,WD,131800
8061,1914,1310,5,1.0,0.0,Sawyer,WD,134300
23067,1971,1114,5,,3.0,CollgCr,WD,117700
6925,1981,1460,2,2.0,0.0,NWAmes,WD,155300
7044,1910,1541,7,1.5,2.0,NWAmes,WD,151300
9272,2016,1378,6,1.5,,CollgCr,WD,167400
12172,1911,2170,7,1.0,2.0,Somerst,WD,185500
7935,1985,1212,7,1.0,1.0,Sawyer,WD,115800
4506,1999,2057,3,1.0,3.0,BrkSide,New,185500
6420,1964,1084,2,1.5,2.0,Sawyer,WD,170600
18782,1960,1529,7,1.0,2.0,BrkSide,WD,178100
10274,1913,1973,4,1.5,1.0,BrkSide,WD,119000
12401,1929,1953,7,1.5,2.0,CollgCr,WD,171400
8684,2005,1332,5,1.5,2.0,Sawyer,COD,189200
7117,1943,1722,2,1.0,1.0,Gilbert,WD,156800
22898,1904,1668,3,1.0,1.0,BrkSide,WD,172600
9008,1990,1284,5,3.0,0.0,Gilbert,WD,161400
7929,1984,1746,3,2.5,0.0,OldTown,WD,136900
17121,1908,2245,2,1.0,0.0,NWAmes,WD,165800
6897,1906,1689,2,1.5,0.0,Sawyer,New,128500
7351,1914,1727,5,1.5,1.0,OldTown,WD,126200
9948,1906,1769,1,3.0,3.0,NWAmes,New,148800
9898,1976,916,1,3.0,2.0,Gilbert,WD,123900
11269,1916,1684,1,2.5,2.0,NWAmes,WD,151400
28165,1975,1093,6,1.0,2.0,Sawyer,New,155100
11709,1921,1264,1,2.0,2.0,OldTown,WD,163500
3014,2020,2365,3,2.0,1.0,Somerst,New,231100
11651,1990,1399,1,2.5,2.0,BrkSide,WD,185800
10086,1946,1204,5,3.0,1.0,NWAmes,WD,129500
10114,1953,1961,1,1.5,2.0,CollgCr,WD,202600
11192,1908,1121,1,2.0,3.0,OldTown,WD,139900
9756,1906,1321,3,1.5,3.0,Gilbert,New,144400
9640,1966,2000,5,1.5,1.0,BrkSide,WD,222500
13447,1902,1517,1,1.5,2.0,OldTown,WD,104200
7547,1979,875,4,2.5,1.0,OldTown,New,89200
6162,1947,1718,6,2.0,0.0,Somerst,WD,159000
44886,1917,1341,5,2.5,0.0,CollgCr,New,116400
6919,1966,2116,6,2.5,1.0,OldTown,New,162200
10405,1968,1258,3,1.5,2.0,Somerst,WD,135300
4685,1992,1920,7,3.0,1.0,Gilbert,WD,169500
10491,1924,2210,2,1.0,0.0,Sawyer,ConLD,189400
6207,1967,1160,5,3.0,3.0,Somerst,WD,186900
7933,2004,1423,4,1.0,2.0,Gilbert,WD,209100
16689,1933,1655,1,1.5,1.0,Sawyer,COD,123900
12532,2003,1157,7,3.0,2.0,OldTown,WD,134000
13150,1989,1608,5,2.5,2.0,Sawyer,COD,153200
4082,1953,1410,2,1.5,2.0,CollgCr,WD,186000
24796,2009,1402,1,3.0,2.0,Gilbert,New,185000
5454,2019,1520,5,1.0,3.0,Sawyer,WD,199700
21254,1929,1529,4,2.5,1.0,Sawyer,WD,152200
16494,2021,1566,1,2.0,2.0,Somerst,New,188100
13209,1900,1260,7,1.5,0.0,Gilbert,WD,89700
6454,1916,1278,6,3.0,3.0,OldTown,WD,164200
10676,1905,1453,4,2.5,1.0,NWAmes,COD,132500
7821,1945,1482,2,1.0,1.0,BrkSide,COD,125800
10042,2016,1324,2,1.0,3.0,CollgCr,COD,197900
8735,1974,1630,4,1.0,2.0,CollgCr,WD,170100
3571,1976,774,1,2.0,1.0,Gilbert,WD,124700
17342,1910,1208,3,2.0,1.0,NWAmes,WD,121700
9504,1963,1388,2,2.5,1.0,NWAmes,WD,167900
7767,1947,1158,1,2.5,3.0,CollgCr,WD,161000
7479,1959,2152,1,1.0,2.0,CollgCr,WD,185200
11840,1932,1508,3,2.0,1.0,Sawyer,WD,153800
6330,1924,1571,3,2.5,2.0,Somerst,WD,167500
3205,2018,1307,3,3.0,2.0,Sawyer,WD,184300
12132,1969,1494,5,1.5,0.0,NWAmes,WD,166400
12830,1951,1014,4,1.0,3.0,Somerst,WD,137600
8957,1909,1432,2,1.0,0.0,CollgCr,New,137600
5575,1994,1125,7,1.5,3.0,Gilbert,COD,134400
10347,1958,1389,6,2.0,2.0,CollgCr,WD,158200
4759,1947,476,4,1.5,0.0,BrkSide,COD,77600
5922,1982,1049,1,1.0,2.0,Somerst,New,178100
6800,1916,2086,7,1.5,2.0,Sawyer,WD,183200
15093,1966,1832,6,1.5,2.0,NWAmes,WD,199500
8256,2007,2028,4,2.0,2.0,Somerst,WD,175200
7911,1957,2055,2,1.0,0.0,NWAmes,WD,165900
26301,1900,1769,1,2.5,0.0,NWAmes,WD,123200
11804,1928,1319,3,2.0,2.0,NWAmes,WD,197300
11725,1906,1085,2,1.5,1.0,BrkSide,COD,102900
8227,1962,1959,2,3.0,1.0,Gilbert,WD,182600
7345,1945,1526,3,2.5,2.0,OldTown,WD,166800
3317,1916,2498,1,1.0,1.0,OldTown,ConLD,165200
16065,1985,1354,3,1.0,2.0,OldTown,COD,156200
12384,1921,2289,7,1.0,2.0,Gilbert,New,207100
9049,1942,1437,7,2.0,2.0,CollgCr,New,160100
9241,2022,2034,1,1.5,0.0,Somerst,ConLD,145300
14301,1908,2179,5,1.5,2.0,Sawyer,WD,177700
4549,1930,1091,7,2.0,2.0,OldTown,New,156200
7369,1939,1306,5,,1.0,CollgCr,WD,150100
5607,1963,1087,3,1.0,2.0,OldTown,WD,169800
23999,1930,1008,4,1.0,2.0,CollgCr,WD,111500
15334,2020,1767,2,2.5,1.0,OldTown,WD,213600
3290,1900,1421,3,3.0,1.0,Gilbert,WD,132100
4643,2017,1521,7,3.0,2.0,Sawyer,WD,217400
9263,1966,1722,5,3.0,1.0,CollgCr,WD,169400
7815,1904,757,4,2.0,3.0,NWAmes,WD,80700
5104,1914,2015,1,3.0,2.0,Somerst,WD,198800
26170,1912,1360,7,3.0,1.0,OldTown,New,124300
11571,1935,1713,2,3.0,2.0,NWAmes,WD,164000
12549,1941,1748,6,1.0,2.0,Gilbert,WD,146200
7002,1979,2048,3,1.0,1.0,CollgCr,WD,223600
14202,1938,1458,2,2.0,3.0,Sawyer,New,160000
8183,1989,651,2,2.0,2.0,BrkSide,WD,160800
8590,1936,1523,3,3.0,2.0,OldTown,WD,152700
13433,1932,1580,5,1.5,2.0,CollgCr,WD,144700
4383,1934,1086,3,3.0,2.0,Somerst,COD,163100
21994,1940,1559,1,3.0,2.0,Sawyer,ConLD,163100
10842,2003,1356,2,,1.0,OldTown,New,159000
18779,1930,963,2,1.0,1.0,NWAmes,WD,91100
5781,1933,1769,3,,2.0,NWAmes,WD,164800
6238,2018,1275,7,1.5,2.0,OldTown,WD,180900
5536,1981,1337,7,2.5,2.0,OldTown,WD,138700
11217,1923,1315,7,2.5,2.0,OldTown,WD,135200
10229,2007,1994,1,2.0,2.0,OldTown,ConLD,200200
7846,1922,1484,4,1.0,2.0,NWAmes,ConLD,156300
5961,1920,1532,1,2.0,3.0,BrkSide,WD,198700
5254,1955,1324,4,2.5,1.0,Somerst,WD,138100
9660,1985,1685,5,2.0,3.0,CollgCr,WD,183200
7842,1923,2040,6,1.5,2.0,CollgCr,WD,240800
7025,1993,1759,3,2.0,0.0,BrkSide,WD,158800
21451,1919,1775,1,2.5,1.0,BrkSide,WD,154300
9498,1996,1742,4,2.0,1.0,Gilbert,WD,172300
18677,1911,948,3,3.0,2.0,NWAmes,WD,116700
7581,1957,1150,5,1.5,2.0,CollgCr,WD,148700
11186,1979,1418,1,2.5,2.0,BrkSide,New,186900
9626,1932,1210,5,3.0,2.0,OldTown,WD,151000
4235,1975,1074,3,1.5,1.0,CollgCr,WD,157900
20215,1985,751,6,1.5,1.0,Gilbert,WD,142500
9250,1980,961,7,1.0,3.0,CollgCr,New,159800
14374,1949,1397,2,1.5,3.0,OldTown,WD,177900
6795,1995,1472,6,1.0,2.0,Gilbert,WD,198400
9114,1990,1183,1,2.5,1.0,OldTown,WD,124600
6416,1940,1532,7,1.0,1.0,CollgCr,WD,201000
18361,1990,1326,4,2.5,1.0,Gilbert,WD,144500
11565,2013,1936,6,2.0,2.0,CollgCr,COD,200200
11891,2001,1435,6,3.0,1.0,Sawyer,ConLD,139800
19518,1990,1779,5,1.5,3.0,OldTown,New,180000
17644,1995,1581,3,1.5,2.0,Gilbert,COD,201700
14511,1999,939,6,1.5,2.0,OldTown,WD,193500
4862,1935,1464,4,2.0,1.0,Sawyer,WD,134500
6989,1989,1006,5,1.5,1.0,Sawyer,WD,143800
5991,1924,1457,5,1.0,2.0,Sawyer,WD,158500
14239,1944,1202,4,3.0,2.0,CollgCr,WD,166100
10779,2015,1653,1,2.5,0.0,CollgCr,WD,212600
4938,1935,963,3,1.0,2.0,BrkSide,WD,160700
9006,2004,1506,7,2.5,1.0,Sawyer,New,164100
4689,1952,1729,4,1.5,1.0,CollgCr,WD,176100
9638,1926,1863,5,1.0,3.0,OldTown,COD,201600
4326,1912,1194,2,2.0,1.0,Somerst,New,123700
12893,1967,1507,5,2.5,1.0,Gilbert,New,135900
11956,1955,1574,4,1.0,2.0,Somerst,WD,153900
25693,1963,2119,2,1.5,1.0,Sawyer,WD,213200
15122,1905,907,2,3.0,0.0,NWAmes,WD,119200
8011,1933,1136,3,1.5,0.0,BrkSide,ConLD,111000
14899,1900,2622,4,1.0,0.0,BrkSide,WD,192200
4921,1937,1391,2,2.0,2.0,NWAmes,WD,178400
6117,2015,744,2,2.5,1.0,Sawyer,WD,96100
11691,1918,1267,2,3.0,2.0,NWAmes,WD,133000
3364,1985,400,3,2.5,3.0,OldTown,New,166700
9715,1900,1596,6,1.0,1.0,Somerst,WD,148600
5942,1969,1824,4,3.0,1.0,Somerst,WD,153200
10411,2014,1135,4,2.5,1.0,BrkSide,WD,153800
5774,1942,1312,2,2.5,1.0,Sawyer,WD,160000
12236,1924,1869,4,3.0,1.0,CollgCr,WD,113900
9993,1970,800,7,2.5,,OldTown,WD,135300
19934,1934,971,6,1.5,1.0,NWAmes,WD,111000
9931,2010,1409,4,2.0,2.0,NWAmes,ConLD,144500
6739,2005,1199,3,2.0,2.0,Sawyer,WD,165900
8748,1980,1382,3,2.0,2.0,CollgCr,ConLD,164100
5054,1979,994,1,2.5,1.0,Sawyer,WD,132700
12126,1974,1586,1,2.5,1.0,Somerst,New,157300
13292,1991,1440,6,1.0,3.0,Somerst,WD,164900
34016,1957,1720,6,2.0,1.0,Somerst,WD,137400
7252,2020,1580,7,1.0,2.0,BrkSide,WD,175900
8657,1942,1583,5,2.0,2.0,Somerst,WD,183700
7421,1901,921,7,2.0,2.0,NWAmes,WD,122400
11004,1986,1697,3,1.5,1.0,BrkSide,New,172600
11978,1982,1368,2,3.0,1.0,OldTown,New,133800
9636,2021,1433,2,1.5,2.0,NWAmes,WD,174400
17037,1949,1919,2,1.0,2.0,Gilbert,WD,201800
7270,1952,1212,6,1.5,2.0,BrkSide,WD,159200
16205,1969,2040,1,2.5,2.0,OldTown,WD,190200
12955,1948,2078,7,1.0,3.0,Sawyer,WD,155300
9838,1997,1801,6,2.0,3.0,Sawyer,New,193500
8455,1953,1108,3,,2.0,Somerst,WD,134000
33301,1997,625,5,3.0,0.0,Sawyer,WD,88100
6578,1952,1932,1,1.0,2.0,NWAmes,WD,180400
11487,1927,1545,4,1.0,2.0,Gilbert,WD,176200
6801,2022,1202,1,2.0,2.0,Somerst,WD,168800
24169,1965,1969,1,1.0,1.0,CollgCr,COD,202400
15420,1987,1155,1,2.5,2.0,Sawyer,WD,126300
7050,1973,1330,6,1.5,1.0,CollgCr,New,143700
12788,1944,1710,6,2.0,1.0,CollgCr,New,123300
11258,2020,1055,7,1.0,2.0,BrkSide,WD,152300
7644,1946,1456,7,2.5,2.0,BrkSide,WD,139800
14459,2023,1936,7,2.0,2.0,Gilbert,WD,235800
12024,1953,1584,7,1.0,2.0,Gilbert,WD,178000
11024,1902,1999,1,1.5,2.0,Somerst,WD,197600
9692,1904,1953,6,1.0,1.0,Gilbert,WD,154800
12278,2020,1503,6,1.0,2.0,Gilbert,WD,165100
11100,1965,565,2,2.5,1.0,NWAmes,ConLD,84300
10194,1948,1058,1,2.0,2.0,Gilbert,WD,144700
7183,2000,1805,7,3.0,1.0,NWAmes,WD,220300
23084,1976,880,7,1.5,3.0,BrkSide,WD,158200
5853,1981,1369,3,2.5,2.0,Gilbert,WD,158900
12257,1984,1635,1,2.5,2.0,Somerst,WD,178100
8433,1924,2088,3,2.5,1.0,Gilbert,New,176200
23856,1910,1270,1,3.0,1.0,CollgCr,WD,168200
6300,1990,1243,5,2.5,2.0,CollgCr,WD,186800
6852,1902,1479,3,2.5,2.0,Sawyer,WD,153900
6094,1989,1640,1,2.5,2.0,Gilbert,WD,185900
11635,1916,1438,7,2.0,3.0,OldTown,New,168700
4981,1932,1920,6,2.5,,Somerst,WD,191900
7791,1987,1180,7,3.0,2.0,BrkSide,WD,149500
3374,1977,1548,7,2.5,2.0,Gilbert,WD,158200
11161,1996,1678,1,2.5,,BrkSide,WD,208500
7707,1975,1340,6,1.0,2.0,NWAmes,WD,163400
4703,1905,1836,6,2.0,2.0,OldTown,WD,188300
17031,2004,1560,6,1.0,0.0,CollgCr,COD,192700
5147,1926,1816,2,1.0,1.0,OldTown,WD,172900
14742,1916,1578,3,1.5,1.0,Sawyer,WD,153600
6971,2008,1651,7,2.0,3.0,Sawyer,WD,266000
22044,1924,1247,1,2.0,2.0,NWAmes,WD,146700
14397,1966,1248,5,3.0,1.0,Sawyer,WD,121400
5979,1960,1990,6,2.5,2.0,NWAmes,New,188600
6257,1995,1754,6,2.0,,Sawyer,New,222800
13397,1905,1091,5,1.5,3.0,Gilbert,COD,114400
8680,1913,1572,6,2.5,3.0,NWAmes,WD,154100
9094,1951,550,7,1.5,2.0,Gilbert,WD,134500
18697,1958,1270,6,3.0,2.0,Somerst,COD,148600
6807,1997,1884,1,2.5,1.0,Sawyer,WD,185300
10359,1975,1450,2,2.5,1.0,BrkSide,WD,178500
15952,1918,1547,3,1.5,2.0,CollgCr,New,142900
14832,2021,400,3,2.5,2.0,Gilbert,New,95700
9138,1957,1343,3,3.0,1.0,OldTown,COD,118000
8566,2019,1635,2,1.0,2.0,Somerst,WD,204100
4149,2022,1686,5,1.0,1.0,Gilbert,WD,189300
5836,1906,1885,1,2.0,,CollgCr,WD,146400
11605,1962,1416,6,1.5,1.0,CollgCr,New,128100
9238,1952,1434,5,2.5,2.0,Somerst,WD,155900
10275,1961,967,7,2.0,2.0,OldTown,WD,160600
16641,1938,1418,1,3.0,2.0,Gilbert,New,139500
